,Jm1,Jm2,T,Tx,Ty,Tz,h,ju1,ju2,layer,n,p,px,py,pz,up,x*,x1
56,,,,,,,,,,5.7000E+01 6.6460E+01 5.2338E-02 8.0398E-02 4.4178E-02 5.0457E-02 5.0041E-02 3.3709E-02 4.4159E-02 5.5065E-02 6.7109E-02 4.3707E-02 5.7690E-02 6.6737E-02 2.4159E-02 6.6103E-02 5.9077E-02 3.0780E-02 5.5271E-02 3.0001E-02 1.6889E-01 1.2800E-01,,,,,,,,
57,,,,,,,,,,5.8000E+01 6.7640E+01 5.3318E-02 4.0978E-02 5.0867E-02 3.8085E-02 3.9206E-02 5.2267E-02 6.0666E-02 5.7682E-02 5.7241E-02 3.2921E-02 3.9918E-02 6.7117E-02 7.8550E-02 7.3687E-02 4.5392E-02 4.4396E-02 3.6417E-02 3.6912E-02 1.0770E-01 1.3669E-01,,,,,,,,
58,,,,,,,,,,5.9000E+01 6.8810E+01 3.1857E-02 6.0438E-02 4.1906E-02 3.0990E-02 5.5024E-02 1.4823E-02 4.2145E-02 4.2072E-02 6.0619E-02 4.5322E-02 5.5528E-02 7.9998E-02 6.8633E-02 4.3988E-02 5.9424E-02 5.9543E-02 4.2837E-02 2.5343E-02 4.7244E-02 9.5915E-02,,,,,,,,
59,,,,,,,,,,6.0000E+01 6.9990E+01 3.8441E-02 2.2505E-02 6.0889E-02 3.7033E-02 7.6872E-02 2.4559E-02 2.8630E-02 5.6074E-02 5.2179E-02 4.3408E-02 3.8756E-02 4.9150E-02 5.3083E-02 4.6053E-02 7.7304E-02 7.8137E-02 3.8786E-02 5.1526E-02 4.2942E-02 6.4409E-02,,,,,,,,
60,,,,,,,,,,6.1000E+01 7.1170E+01 4.0935E-02 3.0825E-02 3.7925E-02 5.7262E-02 6.1674E-02 4.4239E-02 2.4113E-02 3.8076E-02 5.5606E-02 5.1521E-02 2.4323E-02 3.1862E-02 4.7339E-02 4.0932E-02 5.1194E-02 5.6774E-02 8.0196E-02 4.7850E-02 4.1605E-02 3.8185E-02,,,,,,,,
61,,,,,,,,,,6.2000E+01 7.2340E+01 3.4776E-02 5.0525E-02 5.7117E-02 5.9272E-02 4.2588E-02 6.4793E-02 6.0025E-02 6.4979E-02 5.7046E-02 5.1866E-02 5.8924E-02 2.3370E-02 3.4851E-02 6.4348E-02 4.9470E-02 4.6788E-02 6.8167E-02 5.5759E-02 4.6774E-02 3.6583E-02,,,,,,,,
62,,,,,,,,,,6.3000E+01 7.3520E+01 3.3924E-02 4.7894E-02 6.0572E-02 5.1158E-02 4.9424E-02 4.5311E-02 4.4425E-02 5.1748E-02 6.7765E-02 4.9201E-02 3.5003E-02 5.4988E-02 4.2982E-02 3.5168E-02 6.8036E-02 3.8532E-02 7.0536E-02 5.5744E-02 5.0179E-02 4.1186E-02,,,,,,,,
63,,,,,,,,,,6.4000E+01 7.4690E+01 7.1823E-02 5.3287E-02 6.3338E-02 6.6628E-02 7.0433E-02 6.6193E-02 7.6814E-02 5.3744E-02 8.5345E-02 6.5718E-02 5.2260E-02 6.0326E-02 3.7525E-02 4.8965E-02 1.0017E-01 8.6518E-02 5.3881E-02 5.8420E-02 7.0712E-02 5.9965E-02,,,,,,,,
0,,,,,,,,,,1.0000E+00 5.8810E-01 7.5713E-01 1.2657E-01 1.4811E-01 2.9203E-01 2.0590E-01 1.7017E-01 2.1995E-01 1.4279E-01 9.9909E-02 9.7226E-02 1.1102E-01 9.4119E-02 1.4279E-01 1.2176E-01 1.2030E-01 1.1093E-01 1.1062E-01 1.0878E-01 5.6860E-02 7.3573E-02,,,,,,,,
1,,,,,,,,,,2.0000E+00 1.7640E+00 2.8329E-01 2.3317E-01 2.0790E-01 1.1294E-01 1.6834E-01 1.5342E-01 1.2546E-01 1.2117E-01 2.0082E-01 1.4827E-01 1.0924E-01 6.8334E-02 1.1137E-01 1.1674E-01 4.5510E-02 6.8716E-02 7.7730E-02 7.3155E-02 1.1358E-01 8.3341E-02,,,,,,,,
2,,,,,,,,,,3.0000E+00 2.9410E+00 3.3592E-01 2.6334E-01 1.5417E-01 1.6969E-01 1.4441E-01 1.3985E-01 1.3927E-01 1.0740E-01 1.4136E-01 7.1626E-02 1.2035E-01 1.0206E-01 9.2620E-02 1.0843E-01 6.7476E-02 9.5916E-02 8.7120E-02 7.7151E-02 7.6383E-02 9.1315E-02,,,,,,,,
3,,,,,,,,,,4.0000E+00 4.1170E+00 1.5870E-01 3.7415E-01 1.9937E-01 2.1516E-01 1.4374E-01 1.0160E-01 1.1619E-01 9.7803E-02 1.3591E-01 8.0805E-02 1.4373E-01 1.1150E-01 8.1153E-02 7.7343E-02 8.6981E-02 7.4422E-02 1.4315E-01 1.1299E-01 5.4387E-02 5.2936E-02,,,,,,,,
4,,,,,,,,,,5.0000E+00 5.2930E+00 2.3111E-01 1.6878E-01 1.4962E-01 1.0256E-01 9.9674E-02 9.5878E-02 1.7145E-01 1.7610E-01 1.2206E-01 6.0908E-02 4.8516E-02 1.1065E-01 1.3566E-01 1.3741E-01 1.3575E-01 1.0441E-01 8.1305E-02 1.0634E-01 4.6841E-02 3.7858E-02,,,,,,,,
5,,,,,,,,,,6.0000E+00 6.4700E+00 9.3342E-02 2.1315E-01 1.8078E-01 2.1091E-01 9.7971E-02 8.0360E-02 1.2166E-01 8.3846E-02 1.5258E-01 8.2300E-02 1.1027E-01 8.5131E-02 4.3922E-02 1.0109E-01 1.1047E-01 5.9511E-02 1.0036E-01 8.1003E-02 7.2820E-02 5.2945E-02,,,,,,,,
6,,,,,,,,,,7.0000E+00 7.6460E+00 1.5933E-01 2.9194E-01 2.6656E-01 1.7375E-01 1.6071E-01 1.7999E-01 9.5455E-02 9.2055E-02 7.3780E-02 1.5634E-01 9.3318E-02 1.1561E-01 1.1354E-01 1.1921E-01 6.4587E-02 1.0284E-01 8.4290E-02 9.3015E-02 8.3527E-02 1.1271E-01,,,,,,,,
7,,,,,,,,,,8.0000E+00 8.8220E+00 9.3271E-02 2.7381E-01 2.1198E-01 1.3675E-01 1.1329E-01 9.9837E-02 6.8837E-02 1.3571E-01 9.3007E-02 1.4411E-01 9.3594E-02 7.5664E-02 1.5331E-01 7.3893E-02 1.0485E-01 1.5324E-01 9.5050E-02 1.1847E-01 6.3392E-02 8.8109E-02,,,,,,,,
8,,,,,,,,,,9.0000E+00 9.9990E+00 1.0139E-01 1.9590E-01 2.5733E-01 1.7031E-01 1.4091E-01 8.5391E-02 1.0534E-01 1.8084E-01 1.2006E-01 8.5721E-02 1.9711E-01 8.2505E-02 3.3285E-02 1.5239E-01 6.3175E-02 6.2532E-02 1.1059E-01 1.3803E-01 9.9089E-02 5.8055E-02,,,,,,,,
9,,,,,,,,,,1.0000E+01 1.1170E+01 1.0285E-01 1.7422E-01 3.2820E-01 1.5666E-01 1.4502E-01 1.1618E-01 1.8696E-01 1.7954E-01 1.0108E-01 1.1753E-01 9.1769E-02 1.2093E-01 9.3758E-02 6.5710E-02 5.1328E-02 3.2740E-02 4.2101E-02 5.1243E-02 9.0150E-02 7.3309E-02,,,,,,,,
10,,,,,,,,,,1.1000E+01 1.2350E+01 9.8179E-02 1.1521E-01 3.0420E-01 2.7253E-01 1.0430E-01 9.5776E-02 1.6490E-01 7.9164E-02 7.3885E-02 8.8886E-02 1.0022E-01 9.4697E-02 9.8671E-02 9.2332E-02 8.8903E-02 7.6290E-02 1.0909E-01 9.8144E-02 1.1396E-01 7.0285E-02,,,,,,,,
11,,,,,,,,,,1.2000E+01 1.3530E+01 3.8024E-02 1.2892E-01 2.2663E-01 1.7830E-01 2.0768E-01 1.3765E-01 1.4523E-01 1.3749E-01 1.4628E-01 6.4084E-02 1.0514E-01 7.5784E-02 9.8062E-02 7.8129E-02 9.6695E-02 7.2132E-02 1.1810E-01 1.0791E-01 9.5398E-02 7.4145E-02,,,,,,,,
12,,,,,,,,,,1.3000E+01 1.4700E+01 1.1405E-01 9.9471E-02 1.9169E-01 2.1868E-01 1.9137E-01 1.4133E-01 1.5312E-01 1.4971E-01 1.3330E-01 7.7815E-02 1.1633E-01 1.1340E-01 1.0042E-01 1.5102E-01 5.0516E-02 8.7449E-02 8.7511E-02 8.2014E-02 7.5639E-02 6.9877E-02,,,,,,,,
13,,,,,,,,,,1.4000E+01 1.5880E+01 6.4318E-02 1.3049E-01 9.9446E-02 1.3160E-01 1.4440E-01 1.8517E-01 6.3683E-02 1.4102E-01 1.1042E-01 8.3993E-02 7.9551E-02 7.9940E-02 1.1343E-01 1.1589E-01 1.7517E-01 8.3257E-02 8.1634E-02 1.0162E-01 1.0292E-01 1.0464E-01,,,,,,,,
14,,,,,,,,,,1.5000E+01 1.7060E+01 7.6509E-02 6.6844E-02 7.1856E-02 2.0272E-01 1.4467E-01 2.4010E-01 1.7334E-01 4.4295E-02 1.3858E-01 6.1007E-02 1.0832E-01 8.3120E-02 6.3482E-02 1.1007E-01 1.2228E-01 1.0304E-01 1.2909E-01 1.0755E-01 1.2525E-01 7.3974E-02,,,,,,,,
15,,,,,,,,,,1.6000E+01 1.8230E+01 9.1552E-02 5.7237E-02 6.4418E-02 2.1134E-01 1.8593E-01 1.7852E-01 1.2310E-01 1.2799E-01 1.6144E-01 1.4199E-01 1.5855E-01 1.6375E-01 1.5977E-01 1.1949E-01 6.7106E-02 1.1913E-01 1.1034E-01 1.2966E-01 1.1191E-01 6.7833E-02,,,,,,,,
16,,,,,,,,,,1.7000E+01 1.9410E+01 1.1174E-01 7.4437E-02 3.4093E-02 1.1814E-01 2.1717E-01 2.3528E-01 1.4198E-01 1.1895E-01 9.6966E-02 6.2971E-02 1.3803E-01 1.2457E-01 1.2631E-01 9.9335E-02 7.4658E-02 7.7156E-02 1.0654E-01 6.1151E-02 1.2153E-01 6.2959E-02,,,,,,,,
17,,,,,,,,,,1.8000E+01 2.0590E+01 6.6374E-02 8.0830E-02 7.5397E-02 8.1290E-02 1.6734E-01 1.9155E-01 1.6368E-01 1.4820E-01 1.5916E-01 1.4267E-01 1.2573E-01 1.1857E-01 8.2120E-02 6.3086E-02 1.1567E-01 9.6705E-02 1.5695E-01 1.1031E-01 1.1070E-01 8.1442E-02,,,,,,,,
18,,,,,,,,,,1.9000E+01 2.1760E+01 5.2809E-02 7.2741E-02 6.3210E-02 7.8883E-02 1.7280E-01 1.1936E-01 1.7464E-01 2.1632E-01 1.1980E-01 9.7358E-02 1.5191E-01 4.2466E-02 1.5107E-01 1.1735E-01 7.7860E-02 1.3457E-01 9.2894E-02 1.0845E-01 1.0407E-01 9.0493E-02,,,,,,,,
19,,,,,,,,,,2.0000E+01 2.2940E+01 6.9553E-02 3.8797E-02 6.2524E-02 3.1826E-02 1.3084E-01 1.6734E-01 1.8828E-01 1.2271E-01 1.0875E-01 1.1085E-01 1.4750E-01 7.4878E-02 1.3488E-01 7.2189E-02 9.3682E-02 1.2374E-01 7.4599E-02 1.2901E-01 8.4283E-02 5.8787E-02,,,,,,,,
20,,,,,,,,,,2.1000E+01 2.4110E+01 6.6099E-02 5.7248E-02 6.0787E-02 5.6494E-02 1.3195E-01 1.0234E-01 1.8078E-01 1.4551E-01 1.9895E-01 1.2400E-01 1.5140E-01 1.1004E-01 5.9411E-02 5.9268E-02 1.2344E-01 6.2146E-02 9.6403E-02 6.5597E-02 1.1769E-01 1.4870E-01,,,,,,,,
21,,,,,,,,,,2.2000E+01 2.5290E+01 7.2833E-02 5.8778E-02 4.5736E-02 3.7521E-02 9.8540E-02 1.5572E-01 1.6032E-01 1.5460E-01 1.5770E-01 1.9594E-01 1.5032E-01 1.2911E-01 1.4090E-01 1.2727E-01 1.2173E-01 7.2152E-02 8.7424E-02 6.3511E-02 1.4349E-01 1.0486E-01,,,,,,,,
22,,,,,,,,,,2.3000E+01 2.6470E+01 1.0203E-01 6.1463E-02 7.4825E-02 8.6480E-02 5.0622E-02 1.2527E-01 1.9184E-01 1.7337E-01 2.0305E-01 1.6671E-01 1.1763E-01 8.2112E-02 4.8649E-02 1.3548E-01 1.0507E-01 1.4161E-01 1.1635E-01 1.2940E-01 8.2364E-02 1.3416E-01,,,,,,,,
23,,,,,,,,,,2.4000E+01 2.7640E+01 4.8598E-02 6.8446E-02 8.0412E-02 9.5159E-02 6.7478E-02 8.5475E-02 1.4960E-01 2.2876E-01 1.1578E-01 1.2546E-01 1.9757E-01 9.7436E-02 1.0181E-01 1.4061E-01 1.5225E-01 8.0463E-02 1.1667E-01 9.4506E-02 1.1398E-01 1.1928E-01,,,,,,,,
24,,,,,,,,,,2.5000E+01 2.8820E+01 8.2515E-02 1.0811E-01 7.3240E-02 5.1772E-02 5.4150E-02 6.7924E-02 1.5646E-01 8.1667E-02 1.5379E-01 2.7759E-01 1.4189E-01 1.2775E-01 1.5324E-01 9.6103E-02 7.5700E-02 1.1174E-01 9.4135E-02 1.2652E-01 9.4730E-02 1.0319E-01,,,,,,,,
25,,,,,,,,,,2.6000E+01 3.0000E+01 7.9133E-02 8.2994E-02 6.6617E-02 7.5356E-02 1.0024E-01 8.4602E-02 7.1466E-02 1.4371E-01 1.4240E-01 1.8195E-01 1.2739E-01 1.6665E-01 1.0570E-01 1.1329E-01 1.5355E-01 8.2017E-02 1.3322E-01 1.0399E-01 2.0579E-01 1.1439E-01,,,,,,,,
26,,,,,,,,,,2.7000E+01 3.1170E+01 6.1803E-02 1.0287E-01 5.1736E-02 8.5089E-02 7.9912E-02 4.3732E-02 1.2663E-01 1.5132E-01 1.8329E-01 1.8075E-01 2.1253E-01 1.1878E-01 1.3036E-01 1.9623E-01 1.2556E-01 1.4948E-01 1.3026E-01 9.6580E-02 1.3449E-01 1.5302E-01,,,,,,,,
27,,,,,,,,,,2.8000E+01 3.2350E+01 6.7557E-02 7.3597E-02 5.3723E-02 7.9913E-02 4.9851E-02 5.7489E-02 5.9370E-02 1.3339E-01 7.4010E-02 1.3012E-01 2.1672E-01 1.2370E-01 1.0472E-01 1.1775E-01 1.7689E-01 1.0461E-01 6.6620E-02 9.8843E-02 1.0136E-01 1.4348E-01,,,,,,,,
28,,,,,,,,,,2.9000E+01 3.3520E+01 5.5103E-02 6.2179E-02 1.0340E-01 4.1085E-02 8.0697E-02 1.2839E-01 5.4167E-02 7.0022E-02 1.1410E-01 1.2466E-01 1.2143E-01 1.4734E-01 1.0218E-01 1.2670E-01 1.3397E-01 1.0965E-01 1.4075E-01 1.3723E-01 9.2109E-02 9.1216E-02,,,,,,,,
29,,,,,,,,,,3.0000E+01 3.4700E+01 7.8225E-02 7.1295E-02 8.4579E-02 5.7842E-02 7.5511E-02 7.4596E-02 6.0925E-02 1.0360E-01 1.7620E-01 1.3957E-01 1.1933E-01 1.1730E-01 1.4842E-01 1.8131E-01 1.2723E-01 7.2244E-02 1.6239E-01 1.1403E-01 1.1003E-01 9.4340E-02,,,,,,,,
30,,,,,,,,,,3.1000E+01 3.5880E+01 6.3448E-02 6.2762E-02 3.2367E-02 7.2440E-02 7.0281E-02 6.2873E-02 2.6463E-02 8.3161E-02 8.9703E-02 1.0031E-01 2.3045E-01 1.4125E-01 1.7742E-01 1.4949E-01 1.2022E-01 1.0593E-01 1.2908E-01 1.5241E-01 1.4539E-01 1.1668E-01,,,,,,,,
31,,,,,,,,,,3.2000E+01 3.7050E+01 4.4703E-02 8.4611E-02 5.9921E-02 6.3086E-02 9.1594E-02 4.3219E-02 7.1268E-02 9.4464E-02 8.1263E-02 1.5120E-01 2.5324E-01 1.4636E-01 1.2599E-01 1.9836E-01 1.1133E-01 1.0923E-01 1.0978E-01 7.4782E-02 1.3280E-01 6.0874E-02,,,,,,,,
32,,,,,,,,,,3.3000E+01 3.8230E+01 9.1281E-02 4.7354E-02 7.8640E-02 9.9818E-02 8.3444E-02 6.9229E-02 8.1773E-02 5.7706E-02 7.2881E-02 1.1449E-01 1.2191E-01 1.6254E-01 1.5942E-01 1.6377E-01 1.1782E-01 1.1072E-01 1.1049E-01 1.0433E-01 1.1994E-01 1.0222E-01,,,,,,,,
33,,,,,,,,,,3.4000E+01 3.9410E+01 4.6899E-02 4.2030E-02 8.0950E-02 6.4328E-02 8.0797E-02 1.0420E-01 4.3123E-02 6.9841E-02 4.2141E-02 6.4464E-02 1.2663E-01 1.5237E-01 1.2777E-01 1.1918E-01 8.8207E-02 1.0918E-01 8.7010E-02 1.6514E-01 1.1615E-01 1.5452E-01,,,,,,,,
34,,,,,,,,,,3.5000E+01 4.0580E+01 6.6651E-02 3.7687E-02 6.2306E-02 9.4825E-02 7.5820E-02 5.1878E-02 7.2259E-02 5.7489E-02 6.6610E-02 5.4109E-02 1.4739E-01 1.9749E-01 8.9188E-02 1.6045E-01 1.2133E-01 1.5344E-01 1.1446E-01 1.0157E-01 1.1398E-01 8.4340E-02,,,,,,,,
35,,,,,,,,,,3.6000E+01 4.1760E+01 5.7957E-02 7.2875E-02 6.8424E-02 6.1461E-02 6.7840E-02 7.5256E-02 6.3110E-02 8.4044E-02 1.1655E-01 1.0001E-01 9.8088E-02 1.0921E-01 1.9324E-01 1.5128E-01 1.3079E-01 1.3956E-01 1.0428E-01 1.6481E-01 1.1914E-01 1.2205E-01,,,,,,,,
36,,,,,,,,,,3.7000E+01 4.2930E+01 5.0217E-02 7.7361E-02 9.4521E-02 7.0958E-02 6.3944E-02 9.0719E-02 6.3136E-02 7.7977E-02 7.7411E-02 7.0851E-02 1.0014E-01 1.4860E-01 1.6985E-01 1.7005E-01 1.4443E-01 1.1411E-01 1.1220E-01 8.1423E-02 1.5595E-01 1.1700E-01,,,,,,,,
37,,,,,,,,,,3.8000E+01 4.4110E+01 5.2077E-02 1.0766E-01 1.0824E-01 4.3693E-02 6.5647E-02 9.5324E-02 9.8043E-02 4.2194E-02 9.1722E-02 7.3544E-02 8.5304E-02 1.3875E-01 1.4726E-01 1.4377E-01 1.5557E-01 1.0699E-01 1.3849E-01 7.5479E-02 1.2459E-01 1.1281E-01,,,,,,,,
38,,,,,,,,,,3.9000E+01 4.5290E+01 6.8504E-02 6.7265E-02 6.4133E-02 5.6593E-02 6.8489E-02 8.3647E-02 6.9467E-02 9.4502E-02 6.5226E-02 5.7309E-02 8.0679E-02 1.6727E-01 1.6578E-01 1.5611E-01 5.8835E-02 1.3991E-01 1.6204E-01 1.5826E-01 1.2162E-01 1.9971E-01,,,,,,,,
39,,,,,,,,,,4.0000E+01 4.6460E+01 1.2790E-01 6.0294E-02 4.7227E-02 5.4443E-02 5.5876E-02 6.0822E-02 4.2044E-02 5.8926E-02 5.7892E-02 5.5055E-02 6.2533E-02 1.1213E-01 1.0781E-01 1.2478E-01 2.2105E-01 9.9166E-02 1.7944E-01 9.2338E-02 1.2940E-01 7.1082E-02,,,,,,,,
40,,,,,,,,,,4.1000E+01 4.7640E+01 5.9116E-02 9.3517E-02 4.9818E-02 6.6126E-02 5.5874E-02 6.0287E-02 7.6814E-02 9.4368E-02 5.3027E-02 4.2653E-02 6.0365E-02 9.0837E-02 1.9599E-01 1.2479E-01 1.3027E-01 1.1167E-01 8.6529E-02 6.9907E-02 1.0413E-01 5.5354E-02,,,,,,,,
41,,,,,,,,,,4.2000E+01 4.8820E+01 3.6375E-02 6.1004E-02 8.3157E-02 7.2651E-02 7.8460E-02 1.0964E-01 7.5372E-02 8.4274E-02 1.1558E-01 8.5747E-02 4.2276E-02 5.8980E-02 1.2121E-01 1.4171E-01 6.6484E-02 4.6928E-02 1.4425E-01 5.6304E-02 1.0580E-01 5.1892E-02,,,,,,,,
42,,,,,,,,,,4.3000E+01 4.9990E+01 5.7063E-02 4.4993E-02 7.6530E-02 6.2483E-02 7.7803E-02 4.9733E-02 9.5304E-02 4.5547E-02 8.1697E-02 1.1038E-01 4.2577E-02 1.0919E-01 1.0690E-01 1.7705E-01 1.7275E-01 1.8325E-01 1.3835E-01 8.5439E-02 1.4827E-01 1.5945E-01,,,,,,,,
43,,,,,,,,,,4.4000E+01 5.1170E+01 8.0711E-02 8.3461E-02 5.4119E-02 4.8587E-02 1.0824E-01 8.9299E-02 4.2286E-02 9.0901E-02 6.5143E-02 6.2418E-02 5.7170E-02 1.0176E-01 8.2963E-02 1.1442E-01 1.1474E-01 1.6521E-01 1.1662E-01 7.4797E-02 2.1666E-01 9.0771E-02,,,,,,,,
44,,,,,,,,,,4.5000E+01 5.2350E+01 8.1877E-02 7.6775E-02 7.8937E-02 6.3216E-02 7.2010E-02 1.2555E-01 6.5013E-02 8.3841E-02 6.2138E-02 6.0437E-02 4.0515E-02 3.6278E-02 7.5792E-02 1.0443E-01 7.2963E-02 8.7138E-02 2.2492E-01 1.7801E-01 1.5189E-01 1.1803E-01,,,,,,,,
45,,,,,,,,,,4.6000E+01 5.3520E+01 7.9785E-02 8.5459E-02 6.0542E-02 5.0418E-02 7.3282E-02 7.2598E-02 8.1979E-02 6.3321E-02 8.7340E-02 4.8256E-02 5.0561E-02 1.1432E-01 8.9025E-02 5.0261E-02 7.3315E-02 1.4088E-01 2.0644E-01 1.2466E-01 1.1243E-01 9.9115E-02,,,,,,,,
46,,,,,,,,,,4.7000E+01 5.4700E+01 5.3937E-02 8.3098E-02 7.3138E-02 4.2630E-02 6.8756E-02 8.4775E-02 5.0374E-02 9.1548E-02 8.1263E-02 4.4314E-02 1.0204E-01 6.4608E-02 7.9610E-02 4.5710E-02 1.3480E-01 2.4889E-01 1.6398E-01 1.7821E-01 1.3381E-01 1.6059E-01,,,,,,,,
47,,,,,,,,,,4.8000E+01 5.5870E+01 5.8491E-02 1.0877E-01 1.0407E-01 9.0433E-02 7.5664E-02 9.2279E-02 8.2277E-02 6.5751E-02 7.3975E-02 4.7543E-02 6.8935E-02 6.9643E-02 1.0243E-01 4.1946E-02 8.0361E-02 1.2927E-01 1.1660E-01 1.5566E-01 1.8248E-01 1.4851E-01,,,,,,,,
48,,,,,,,,,,4.9000E+01 5.7050E+01 1.3414E-01 8.2790E-02 7.6341E-02 7.7622E-02 4.9600E-02 6.3247E-02 1.0038E-01 6.1873E-02 5.4154E-02 1.2085E-01 4.8937E-02 7.6399E-02 1.0188E-01 5.8352E-02 7.2739E-02 1.2572E-01 1.5692E-01 7.2596E-02 1.3260E-01 9.9967E-02,,,,,,,,
49,,,,,,,,,,5.0000E+01 5.8230E+01 1.0235E-01 5.1875E-02 9.8487E-02 6.7885E-02 8.4721E-02 8.6298E-02 2.7806E-02 5.6615E-02 8.5961E-02 1.2500E-01 5.5282E-02 5.1606E-02 3.4873E-02 8.7739E-02 1.0966E-01 1.2374E-01 1.5564E-01 1.4456E-01 1.7536E-01 1.2415E-01,,,,,,,,
50,,,,,,,,,,5.1000E+01 5.9400E+01 8.7726E-02 7.7250E-02 9.5038E-02 4.4081E-02 7.3814E-02 7.3218E-02 6.5098E-02 6.3324E-02 7.4333E-02 6.9724E-02 6.3435E-02 5.4046E-02 7.7904E-02 4.8061E-02 4.7292E-02 7.1144E-02 1.6186E-01 1.6470E-01 1.2537E-01 1.6157E-01,,,,,,,,
51,,,,,,,,,,5.2000E+01 6.0580E+01 8.1057E-02 4.7126E-02 8.6432E-02 4.5106E-02 6.9727E-02 8.3382E-02 5.1315E-02 7.2208E-02 9.3324E-02 5.3466E-02 8.6181E-02 7.4311E-02 6.2462E-02 7.9243E-02 8.8364E-02 5.8203E-02 9.5102E-02 1.2950E-01 1.2567E-01 1.1414E-01,,,,,,,,
52,,,,,,,,,,5.3000E+01 6.1760E+01 4.8751E-02 6.3458E-02 6.9464E-02 8.2205E-02 9.5556E-02 7.9931E-02 2.6838E-02 2.3089E-02 5.9031E-02 5.9844E-02 7.9369E-02 9.0718E-02 7.0145E-02 6.6166E-02 3.4094E-02 7.0532E-02 1.2879E-01 7.6902E-02 1.3257E-01 1.1401E-01,,,,,,,,
53,,,,,,,,,,5.4000E+01 6.2930E+01 7.2646E-02 7.6291E-02 6.5052E-02 4.6500E-02 7.8180E-02 8.4202E-02 9.1845E-02 1.1262E-01 6.7340E-02 9.3863E-02 7.8821E-02 8.1319E-02 6.3204E-02 9.3112E-02 4.1664E-02 4.2834E-02 6.1666E-02 1.4931E-01 1.3147E-01 1.0547E-01,,,,,,,,
54,,,,,,,,,,5.5000E+01 6.4110E+01 6.9862E-02 5.9105E-02 7.2029E-02 4.3834E-02 8.0595E-02 5.7785E-02 4.7215E-02 5.4706E-02 6.7654E-02 5.7178E-02 4.5299E-02 6.9420E-02 9.2688E-02 3.7613E-02 7.0556E-02 4.4027E-02 5.0099E-02 8.2863E-02 1.4746E-01 1.4698E-01,,,,,,,,
55,,,,,,,,,,5.6000E+01 6.5280E+01 5.4236E-02 6.9535E-02 6.9576E-02 7.5004E-02 6.2287E-02 7.3516E-02 4.6600E-02 6.7487E-02 5.4923E-02 5.4012E-02 6.2643E-02 8.2158E-02 6.5059E-02 5.9898E-02 6.5543E-02 7.5713E-02 6.8028E-02 4.6735E-02 2.1662E-01 1.5179E-01,,,,,,,,
56,,,,,,,,,,5.7000E+01 6.6460E+01 6.2692E-02 9.0417E-02 5.8273E-02 5.8292E-02 4.7560E-02 4.5184E-02 3.4528E-02 5.1878E-02 7.0353E-02 7.2125E-02 8.4014E-02 7.3663E-02 5.6059E-02 8.1931E-02 6.6445E-02 6.3663E-02 9.0405E-02 7.2938E-02 1.5532E-01 1.5703E-01,,,,,,,,
57,,,,,,,,,,5.8000E+01 6.7640E+01 6.6594E-02 7.8883E-02 8.5726E-02 4.1634E-02 3.5849E-02 8.9129E-02 9.3694E-02 7.0725E-02 5.5045E-02 6.5823E-02 7.1295E-02 7.3117E-02 8.0370E-02 7.9711E-02 5.5098E-02 8.4451E-02 8.3545E-02 5.6033E-02 8.3344E-02 1.2802E-01,,,,,,,,
58,,,,,,,,,,5.9000E+01 6.8810E+01 5.3429E-02 6.4590E-02 1.0665E-01 7.4720E-02 8.2618E-02 9.9604E-02 7.1889E-02 7.3323E-02 7.3055E-02 9.3701E-02 5.4015E-02 1.0729E-01 4.7410E-02 7.2175E-02 6.3287E-02 5.9913E-02 6.4438E-02 6.9048E-02 6.7473E-02 1.0339E-01,,,,,,,,
59,,,,,,,,,,6.0000E+01 6.9990E+01 4.7342E-02 6.1910E-02 7.4017E-02 1.0939E-01 9.2654E-02 9.4675E-02 1.0657E-01 7.1908E-02 5.2435E-02 6.3421E-02 6.0132E-02 7.2173E-02 4.6686E-02 5.4876E-02 4.4653E-02 7.1790E-02 6.0237E-02 5.6815E-02 5.8409E-02 6.4180E-02,,,,,,,,
60,,,,,,,,,,6.1000E+01 7.1170E+01 7.1587E-02 3.3139E-02 8.0775E-02 6.9479E-02 7.5840E-02 3.9753E-02 6.0744E-02 4.2584E-02 7.6676E-02 8.8569E-02 6.0539E-02 4.5160E-02 5.5267E-02 5.4088E-02 5.1702E-02 5.9219E-02 8.8285E-02 5.1725E-02 6.4301E-02 9.1890E-02,,,,,,,,
61,,,,,,,,,,6.2000E+01 7.2340E+01 6.5820E-02 8.2357E-02 3.9993E-02 9.7303E-02 6.9935E-02 5.2060E-02 5.5780E-02 5.4255E-02 5.2073E-02 6.5075E-02 5.4277E-02 4.7904E-02 4.7867E-02 4.3095E-02 3.0406E-02 5.3297E-02 6.7820E-02 7.9356E-02 4.4949E-02 9.2044E-02,,,,,,,,
62,,,,,,,,,,6.3000E+01 7.3520E+01 8.6385E-02 5.5271E-02 7.6866E-02 6.0333E-02 8.0609E-02 8.2903E-02 5.4714E-02 4.6782E-02 5.3552E-02 4.6161E-02 7.7032E-02 7.7784E-02 5.5832E-02 8.0646E-02 9.0117E-02 4.8267E-02 7.7535E-02 8.5332E-02 7.2889E-02 7.1271E-02,,,,,,,,
